Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Genotoxicity	Carcinogenicity	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Time	TimeUnit	Replicate	Characteristics.Vehicle.	array_file	control_file	final_array_name
VUB-3-H-72h-R-3-1	Primary rat hepatocytes non TSA-treated	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	VUB-3-G-72h-R-3-1	35.4455	uM	72	h	3	DMSO	carcinogenomics_VUB-3-H-72h-R-3-1.CEL	carcinogenomics_VUB-3-G-72h-R-3-1.CEL	study21_CHEMBL1255739_35.4455uM_72h_3
VUB-3-I-24h-R-3-1	Primary rat hepatocytes non TSA-treated	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	VUB-3-G-24h-R-3-1	8.526	uM	24	h	3	DMSO	carcinogenomics_VUB-3-I-24h-R-3-1.CEL	carcinogenomics_VUB-3-G-24h-R-3-1.CEL	study21_CHEMBL1255739_8.526uM_24h_3
VUB-3-I-72h-R-3-1	Primary rat hepatocytes non TSA-treated	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	VUB-3-G-72h-R-3-1	8.526	uM	72	h	3	DMSO	carcinogenomics_VUB-3-I-72h-R-3-1.CEL	carcinogenomics_VUB-3-G-72h-R-3-1.CEL	study21_CHEMBL1255739_8.526uM_72h_3
VUB-3-J-24h-R-3-1	Primary rat hepatocytes non TSA-treated	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	VUB-3-G-24h-R-3-1	4.263	uM	24	h	3	DMSO	carcinogenomics_VUB-3-J-24h-R-3-1.CEL	carcinogenomics_VUB-3-G-24h-R-3-1.CEL	study21_CHEMBL1255739_4.263uM_24h_3
VUB-3-J-72h-R-3-1	Primary rat hepatocytes non TSA-treated	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	VUB-3-G-72h-R-3-1	4.263	uM	72	h	3	DMSO	carcinogenomics_VUB-3-J-72h-R-3-1.CEL	carcinogenomics_VUB-3-G-72h-R-3-1.CEL	study21_CHEMBL1255739_4.263uM_72h_3
VUB-4-AD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	untreated				TRUE				24	h	1	medium	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL		study21___24h_1
VUB-4-AT-24h-R-1-1	Primary rat hepatocytes TSA-treated	untreated				TRUE				24	h	1	medium	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL		study22___24h_1
VUB-4-BD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	1	DMSO	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL		study21_CHEMBL504_0.5pc_24h_1
VUB-4-BT-24h-R-1-1	Primary rat hepatocytes TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	1	DMSO	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL		study22_CHEMBL504_0.5pc_24h_1
VUB-4-CD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	1	DMSO	carcinogenomics_VUB-4-CD-24h-R-1-1.CEL		study21_CHEMBL504_0.5pc_24h_1
VUB-4-CT-24h-R-1-1	Primary rat hepatocytes TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	1	DMSO	carcinogenomics_VUB-4-CT-24h-R-1-1.CEL		study22_CHEMBL504_0.5pc_24h_1
VUB-4-DD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-4-AD-24h-R-1-1	19.19	uM	24	h	1	Medium	carcinogenomics_VUB-4-DD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL1034_19.19uM_24h_1
VUB-4-DT-24h-R-1-1	Primary rat hepatocytes TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-4-AT-24h-R-1-1	15.98	uM	24	h	1	Medium	carcinogenomics_VUB-4-DT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL1034_15.98uM_24h_1
VUB-4-ED-24h-R-1-1	Primary rat hepatocytes non TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-4-AD-24h-R-1-1	10000	uM	24	h	1	Medium	carcinogenomics_VUB-4-ED-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL689_10000uM_24h_1
VUB-4-ET-24h-R-1-1	Primary rat hepatocytes TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-4-AT-24h-R-1-1	10000	uM	24	h	1	Medium	carcinogenomics_VUB-4-ET-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL689_10000uM_24h_1
VUB-4-FD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BD-24h-R-1-1	156	uM	24	h	1	DMSO	carcinogenomics_VUB-4-FD-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL193_156uM_24h_1
VUB-4-FT-24h-R-1-1	Primary rat hepatocytes TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BT-24h-R-1-1	156	uM	24	h	1	DMSO	carcinogenomics_VUB-4-FT-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL193_156uM_24h_1
VUB-4-FT-24h-R-1-1B	Primary rat hepatocytes TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BT-24h-R-1-1	156	uM	24	h	1	DMSO	carcinogenomics_VUB-4-FT-24h-R-1-1B.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL193_156uM_24h_1
VUB-4-GD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-4-CD-24h-R-1-1	40	uM	24	h	1	DMSO	carcinogenomics_VUB-4-GD-24h-R-1-1.CEL	carcinogenomics_VUB-4-CD-24h-R-1-1.CEL	study21_CHEMBL31184_40uM_24h_1
VUB-4-GT-24h-R-1-1	Primary rat hepatocytes TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-4-CT-24h-R-1-1	40	uM	24	h	1	DMSO	carcinogenomics_VUB-4-GT-24h-R-1-1.CEL	carcinogenomics_VUB-4-CT-24h-R-1-1.CEL	study22_CHEMBL31184_40uM_24h_1
VUB-4-HD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-4-AD-24h-R-1-1	660	uM	24	h	1	Medium	carcinogenomics_VUB-4-HD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL149972_660uM_24h_1
VUB-4-HT-24h-R-1-1	Primary rat hepatocytes TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-4-AT-24h-R-1-1	600	uM	24	h	1	Medium	carcinogenomics_VUB-4-HT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL149972_600uM_24h_1
VUB-4-ID-24h-R-1-1	Primary rat hepatocytes non TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-4-BD-24h-R-1-1	78	uM	24	h	1	DMSO	carcinogenomics_VUB-4-ID-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL351487_78uM_24h_1
VUB-4-IT-24h-R-1-1	Primary rat hepatocytes TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-4-BT-24h-R-1-1	78	uM	24	h	1	DMSO	carcinogenomics_VUB-4-IT-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL351487_78uM_24h_1
VUB-4-JD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-4-AD-24h-R-1-1	650	uM	24	h	1	Medium	carcinogenomics_VUB-4-JD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21__650uM_24h_1
VUB-4-JT-24h-R-1-1	Primary rat hepatocytes TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-4-AT-24h-R-1-1	256	uM	24	h	1	Medium	carcinogenomics_VUB-4-JT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22__256uM_24h_1
VUB-4-KD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-4-BD-24h-R-1-1	13.44	uM	24	h	1	DMSO	carcinogenomics_VUB-4-KD-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL1201131_13.44uM_24h_1
VUB-4-KT-24h-R-1-1	Primary rat hepatocytes TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-4-BT-24h-R-1-1	11.31	uM	24	h	1	DMSO	carcinogenomics_VUB-4-KT-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL1201131_11.31uM_24h_1
VUB-4-LD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-4-AD-24h-R-1-1	9.595	uM	24	h	1	Medium	carcinogenomics_VUB-4-LD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL1034_9.595uM_24h_1
VUB-4-LT-24h-R-1-1	Primary rat hepatocytes TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-4-AT-24h-R-1-1	7.99	uM	24	h	1	Medium	carcinogenomics_VUB-4-LT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL1034_7.99uM_24h_1
VUB-4-MD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-4-AD-24h-R-1-1	5000	uM	24	h	1	Medium	carcinogenomics_VUB-4-MD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL689_5000uM_24h_1
VUB-4-MT-24h-R-1-1	Primary rat hepatocytes TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-4-AT-24h-R-1-1	5000	uM	24	h	1	Medium	carcinogenomics_VUB-4-MT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL689_5000uM_24h_1
VUB-4-ND-24h-R-1-1	Primary rat hepatocytes non TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BD-24h-R-1-1	78	uM	24	h	1	DMSO	carcinogenomics_VUB-4-ND-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL193_78uM_24h_1
VUB-4-ND-24h-R-1-1B	Primary rat hepatocytes non TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BD-24h-R-1-1	78	uM	24	h	1	DMSO	carcinogenomics_VUB-4-ND-24h-R-1-1B.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL193_78uM_24h_1
VUB-4-NT-24h-R-1-1	Primary rat hepatocytes TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-4-BT-24h-R-1-1	78	uM	24	h	1	DMSO	carcinogenomics_VUB-4-NT-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL193_78uM_24h_1
VUB-4-OD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-4-CD-24h-R-1-1	20	uM	24	h	1	DMSO	carcinogenomics_VUB-4-OD-24h-R-1-1.CEL	carcinogenomics_VUB-4-CD-24h-R-1-1.CEL	study21_CHEMBL31184_20uM_24h_1
VUB-4-OT-24h-R-1-1	Primary rat hepatocytes TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-4-CT-24h-R-1-1	20	uM	24	h	1	DMSO	carcinogenomics_VUB-4-OT-24h-R-1-1.CEL	carcinogenomics_VUB-4-CT-24h-R-1-1.CEL	study22_CHEMBL31184_20uM_24h_1
VUB-4-PD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-4-AD-24h-R-1-1	330	uM	24	h	1	Medium	carcinogenomics_VUB-4-PD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21_CHEMBL149972_330uM_24h_1
VUB-4-PT-24h-R-1-1	Primary rat hepatocytes TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-4-AT-24h-R-1-1	300	uM	24	h	1	Medium	carcinogenomics_VUB-4-PT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22_CHEMBL149972_300uM_24h_1
VUB-4-QD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-4-BD-24h-R-1-1	39	uM	24	h	1	DMSO	carcinogenomics_VUB-4-QD-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL351487_39uM_24h_1
VUB-4-QT-24h-R-1-1	Primary rat hepatocytes TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-4-BT-24h-R-1-1	39	uM	24	h	1	DMSO	carcinogenomics_VUB-4-QT-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL351487_39uM_24h_1
VUB-4-RD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-4-AD-24h-R-1-1	325	uM	24	h	1	Medium	carcinogenomics_VUB-4-RD-24h-R-1-1.CEL	carcinogenomics_VUB-4-AD-24h-R-1-1.CEL	study21__325uM_24h_1
VUB-4-RT-24h-R-1-1	Primary rat hepatocytes TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-4-AT-24h-R-1-1	156	uM	24	h	1	Medium	carcinogenomics_VUB-4-RT-24h-R-1-1.CEL	carcinogenomics_VUB-4-AT-24h-R-1-1.CEL	study22__156uM_24h_1
VUB-4-SD-24h-R-1-1	Primary rat hepatocytes non TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-4-BD-24h-R-1-1	6.72	uM	24	h	1	DMSO	carcinogenomics_VUB-4-SD-24h-R-1-1.CEL	carcinogenomics_VUB-4-BD-24h-R-1-1.CEL	study21_CHEMBL1201131_6.72uM_24h_1
VUB-4-ST-24h-R-1-1	Primary rat hepatocytes TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-4-BT-24h-R-1-1	5.655	uM	24	h	1	DMSO	carcinogenomics_VUB-4-ST-24h-R-1-1.CEL	carcinogenomics_VUB-4-BT-24h-R-1-1.CEL	study22_CHEMBL1201131_5.655uM_24h_1
VUB-5-AD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	untreated				TRUE				24	h	2	medium	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL		study21___24h_2
VUB-5-AT-24h-R-2-1	Primary rat hepatocytes TSA-treated	untreated				TRUE				24	h	2	medium	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL		study22___24h_2
VUB-5-BD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	2	DMSO	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL		study21_CHEMBL504_0.5pc_24h_2
VUB-5-BT-24h-R-2-1	Primary rat hepatocytes TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	2	DMSO	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL		study22_CHEMBL504_0.5pc_24h_2
VUB-5-CD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	2	DMSO	carcinogenomics_VUB-5-CD-24h-R-2-1.CEL		study21_CHEMBL504_0.5pc_24h_2
VUB-5-CT-24h-R-2-1	Primary rat hepatocytes TSA-treated	dimethyl sulfoxide	CHEMBL504			TRUE		0.5	pc	24	h	2	DMSO	carcinogenomics_VUB-5-CT-24h-R-2-1.CEL		study22_CHEMBL504_0.5pc_24h_2
VUB-5-DD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-5-AD-24h-R-2-1	19.19	uM	24	h	2	Medium	carcinogenomics_VUB-5-DD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL1034_19.19uM_24h_2
VUB-5-DT-24h-R-2-1	Primary rat hepatocytes TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-5-AT-24h-R-2-1	15.98	uM	24	h	2	Medium	carcinogenomics_VUB-5-DT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL1034_15.98uM_24h_2
VUB-5-ED-24h-R-2-1	Primary rat hepatocytes non TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-5-AD-24h-R-2-1	10000	uM	24	h	2	Medium	carcinogenomics_VUB-5-ED-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL689_10000uM_24h_2
VUB-5-ET-24h-R-2-1	Primary rat hepatocytes TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-5-AT-24h-R-2-1	10000	uM	24	h	2	Medium	carcinogenomics_VUB-5-ET-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL689_10000uM_24h_2
VUB-5-FD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-5-BD-24h-R-2-1	156	uM	24	h	2	DMSO	carcinogenomics_VUB-5-FD-24h-R-2-1.CEL	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL	study21_CHEMBL193_156uM_24h_2
VUB-5-FT-24h-R-2-1	Primary rat hepatocytes TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-5-BT-24h-R-2-1	156	uM	24	h	2	DMSO	carcinogenomics_VUB-5-FT-24h-R-2-1.CEL	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL	study22_CHEMBL193_156uM_24h_2
VUB-5-GD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-5-CD-24h-R-2-1	40	uM	24	h	2	DMSO	carcinogenomics_VUB-5-GD-24h-R-2-1.CEL	carcinogenomics_VUB-5-CD-24h-R-2-1.CEL	study21_CHEMBL31184_40uM_24h_2
VUB-5-GT-24h-R-2-1	Primary rat hepatocytes TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-5-CT-24h-R-2-1	40	uM	24	h	2	DMSO	carcinogenomics_VUB-5-GT-24h-R-2-1.CEL	carcinogenomics_VUB-5-CT-24h-R-2-1.CEL	study22_CHEMBL31184_40uM_24h_2
VUB-5-HD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-5-AD-24h-R-2-1	660	uM	24	h	2	Medium	carcinogenomics_VUB-5-HD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL149972_660uM_24h_2
VUB-5-HT-24h-R-2-1	Primary rat hepatocytes TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-5-AT-24h-R-2-1	600	uM	24	h	2	Medium	carcinogenomics_VUB-5-HT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL149972_600uM_24h_2
VUB-5-ID-24h-R-2-1	Primary rat hepatocytes non TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-5-BD-24h-R-2-1	78	uM	24	h	2	DMSO	carcinogenomics_VUB-5-ID-24h-R-2-1.CEL	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL	study21_CHEMBL351487_78uM_24h_2
VUB-5-IT-24h-R-2-1	Primary rat hepatocytes TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-5-BT-24h-R-2-1	78	uM	24	h	2	DMSO	carcinogenomics_VUB-5-IT-24h-R-2-1.CEL	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL	study22_CHEMBL351487_78uM_24h_2
VUB-5-JD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-5-AD-24h-R-2-1	650	uM	24	h	2	Medium	carcinogenomics_VUB-5-JD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21__650uM_24h_2
VUB-5-JT-24h-R-2-1	Primary rat hepatocytes TSA-treated	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one		GTX	C	FALSE	VUB-5-AT-24h-R-2-1	256	uM	24	h	2	Medium	carcinogenomics_VUB-5-JT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22__256uM_24h_2
VUB-5-KD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-5-BD-24h-R-2-1	13.44	uM	24	h	2	DMSO	carcinogenomics_VUB-5-KD-24h-R-2-1.CEL	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL	study21_CHEMBL1201131_13.44uM_24h_2
VUB-5-KT-24h-R-2-1	Primary rat hepatocytes TSA-treated	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	VUB-5-BT-24h-R-2-1	11.31	uM	24	h	2	DMSO	carcinogenomics_VUB-5-KT-24h-R-2-1.CEL	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL	study22_CHEMBL1201131_11.31uM_24h_2
VUB-5-LD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-5-AD-24h-R-2-1	9.595	uM	24	h	2	Medium	carcinogenomics_VUB-5-LD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL1034_9.595uM_24h_2
VUB-5-LT-24h-R-2-1	Primary rat hepatocytes TSA-treated	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	VUB-5-AT-24h-R-2-1	7.99	uM	24	h	2	Medium	carcinogenomics_VUB-5-LT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL1034_7.99uM_24h_2
VUB-5-MD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-5-AD-24h-R-2-1	5000	uM	24	h	2	Medium	carcinogenomics_VUB-5-MD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL689_5000uM_24h_2
VUB-5-MT-24h-R-2-1	Primary rat hepatocytes TSA-treated	D-mannitol	CHEMBL689	NGTX	NC	FALSE	VUB-5-AT-24h-R-2-1	5000	uM	24	h	2	Medium	carcinogenomics_VUB-5-MT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL689_5000uM_24h_2
VUB-5-ND-24h-R-2-1	Primary rat hepatocytes non TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-5-BD-24h-R-2-1	78	uM	24	h	2	DMSO	carcinogenomics_VUB-5-ND-24h-R-2-1.CEL	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL	study21_CHEMBL193_78uM_24h_2
VUB-5-NT-24h-R-2-1	Primary rat hepatocytes TSA-treated	nifedipine	CHEMBL193	NGTX	NC	FALSE	VUB-5-BT-24h-R-2-1	78	uM	24	h	2	DMSO	carcinogenomics_VUB-5-NT-24h-R-2-1.CEL	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL	study22_CHEMBL193_78uM_24h_2
VUB-5-OD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-5-CD-24h-R-2-1	20	uM	24	h	2	DMSO	carcinogenomics_VUB-5-OD-24h-R-2-1.CEL	carcinogenomics_VUB-5-CD-24h-R-2-1.CEL	study21_CHEMBL31184_20uM_24h_2
VUB-5-OT-24h-R-2-1	Primary rat hepatocytes TSA-treated	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	VUB-5-CT-24h-R-2-1	20	uM	24	h	2	DMSO	carcinogenomics_VUB-5-OT-24h-R-2-1.CEL	carcinogenomics_VUB-5-CT-24h-R-2-1.CEL	study22_CHEMBL31184_20uM_24h_2
VUB-5-PD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-5-AD-24h-R-2-1	330	uM	24	h	2	Medium	carcinogenomics_VUB-5-PD-24h-R-2-1.CEL	carcinogenomics_VUB-5-AD-24h-R-2-1.CEL	study21_CHEMBL149972_330uM_24h_2
VUB-5-PT-24h-R-2-1	Primary rat hepatocytes TSA-treated	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	VUB-5-AT-24h-R-2-1	300	uM	24	h	2	Medium	carcinogenomics_VUB-5-PT-24h-R-2-1.CEL	carcinogenomics_VUB-5-AT-24h-R-2-1.CEL	study22_CHEMBL149972_300uM_24h_2
VUB-5-QD-24h-R-2-1	Primary rat hepatocytes non TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-5-BD-24h-R-2-1	39	uM	24	h	2	DMSO	carcinogenomics_VUB-5-QD-24h-R-2-1.CEL	carcinogenomics_VUB-5-BD-24h-R-2-1.CEL	study21_CHEMBL351487_39uM_24h_2
VUB-5-QT-24h-R-2-1	Primary rat hepatocytes TSA-treated	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	VUB-5-BT-24h-R-2-1	39	uM	24	h	2	DMSO	carcinogenomics_VUB-5-QT-24h-R-2-1.CEL	carcinogenomics_VUB-5-BT-24h-R-2-1.CEL	study22_CHEMBL351487_39uM_24h_2
