Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file	control_file	final_array_name
93310	RHCYT	acetaminophen	CHEMBL112	NA	FALSE	control_0.67	1950	micromolar	DMSO .1 %	drugmatrix_93310.CEL		
93311	RHCYT	clofibrate	CHEMBL683	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93311.CEL		
93312	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93312.CEL		
93313	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93313.CEL		
93314	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93314.CEL		
93315	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93315.CEL		
93316	RHCYT	sotalol	CHEMBL471	NA	FALSE	control_1	6666	micromolar	DMSO .1 %	drugmatrix_93316.CEL		
93317	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93317.CEL		
93318	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93318.CEL		
93319	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93319.CEL		
93320	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93320.CEL		
93321	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93321.CEL		
93322	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93322.CEL		
93323	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93323.CEL		
93324	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93324.CEL		
93325	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93325.CEL		
93326	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93326.CEL		
93327	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93327.CEL		
93328	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93328.CEL		
93329	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93329.CEL		
93330	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93330.CEL		
93331	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93331.CEL		
100989	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93332.CEL		
93332	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93332.CEL		
93333	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93333.CEL		
93334	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93334.CEL		
93335	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93335.CEL		
93336	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93336.CEL		
93337	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93337.CEL		
93338	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93338.CEL		
93339	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93339.CEL		
93340	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_0.67	7000	micromolar	DMSO .1 %	drugmatrix_93340.CEL		
93341	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93341.CEL		
93342	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93342.CEL		
93343	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93343.CEL		
93344	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93344.CEL		
93345	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_1	111	micromolar	DMSO .1 %	drugmatrix_93345.CEL		
93346	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_1	1120	micromolar	DMSO .1 %	drugmatrix_93346.CEL		
93347	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93347.CEL		
93348	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_0.67	620	micromolar	DMSO .1 %	drugmatrix_93348.CEL		
93349	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93349.CEL		
93350	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93350.CEL		
93351	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93351.CEL		
93352	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93352.CEL		
93353	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93353.CEL		
93354	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93354.CEL		
93355	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93355.CEL		
93356	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93356.CEL		
93357	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93357.CEL		
93358	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93358.CEL		
93359	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93359.CEL		
93360	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93360.CEL		
93361	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93361.CEL		
93362	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93362.CEL		
93363	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93363.CEL		
93364	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_0.67	1120	micromolar	DMSO .1 %	drugmatrix_93364.CEL		
93365	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_0.67	560	micromolar	DMSO .1 %	drugmatrix_93365.CEL		
93366	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93366.CEL		
93367	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93367.CEL		
93368	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93368.CEL		
93369	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93369.CEL		
93370	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93370.CEL		
101008	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93371.CEL		
93371	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93371.CEL		
93372	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93372.CEL		
93373	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93373.CEL		
93374	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93374.CEL		
93375	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_1	23	micromolar	DMSO .1 %	drugmatrix_93375.CEL		
93376	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93376.CEL		
93377	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93377.CEL		
93378	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93378.CEL		
93379	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_0.67	57	micromolar	DMSO .1 %	drugmatrix_93379.CEL		
93380	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93380.CEL		
93381	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93381.CEL		
93382	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93382.CEL		
93383	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93383.CEL		
93384	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93384.CEL		
93385	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93385.CEL		
93386	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93386.CEL		
93387	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93387.CEL		
93388	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_0.67	8	micromolar	DMSO .1 %	drugmatrix_93388.CEL		
93389	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93389.CEL		
93390	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93390.CEL		
93391	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93391.CEL		
93392	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_0.67	100	micromolar	DMSO .1 %	drugmatrix_93392.CEL		
93393	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93393.CEL		
93394	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93394.CEL		
93395	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93395.CEL		
93396	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93396.CEL		
93397	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93397.CEL		
93398	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_1	1120	micromolar	DMSO .1 %	drugmatrix_93398.CEL		
93399	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93399.CEL		
93400	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93400.CEL		
101027	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93401.CEL		
93401	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93401.CEL		
93402	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93402.CEL		
93403	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93403.CEL		
93404	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_1	111	micromolar	DMSO .1 %	drugmatrix_93404.CEL		
93405	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_0.67	1540	micromolar	DMSO .1 %	drugmatrix_93405.CEL		
93406	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93406.CEL		
93407	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93407.CEL		
93408	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93408.CEL		
93409	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93409.CEL		
93410	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93410.CEL		
93411	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93411.CEL		
93412	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93412.CEL		
93413	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93413.CEL		
93414	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93414.CEL		
93415	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93415.CEL		
93416	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93416.CEL		
93417	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_1	150	micromolar	DMSO .1 %	drugmatrix_93417.CEL		
93418	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93418.CEL		
93419	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_0.67	57	micromolar	DMSO .1 %	drugmatrix_93419.CEL		
93420	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93420.CEL		
93421	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93421.CEL		
93422	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_1	300	micromolar	DMSO .1 %	drugmatrix_93422.CEL		
93423	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93423.CEL		
93424	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93424.CEL		
93425	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93425.CEL		
93426	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93426.CEL		
93427	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93427.CEL		
93428	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_1	65000	micromolar	DMSO .1 %	drugmatrix_93428.CEL		
93429	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93429.CEL		
93430	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93430.CEL		
93431	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_1	1540	micromolar	DMSO .1 %	drugmatrix_93431.CEL		
93432	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_1	23	micromolar	DMSO .1 %	drugmatrix_93432.CEL		
93433	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93433.CEL		
93434	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93434.CEL		
93435	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93435.CEL		
93436	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93436.CEL		
93437	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93437.CEL		
93438	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_0.67	8	micromolar	DMSO .1 %	drugmatrix_93438.CEL		
93439	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93439.CEL		
93440	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93440.CEL		
93441	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93441.CEL		
93442	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93442.CEL		
93443	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93443.CEL		
93444	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93444.CEL		
93445	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93445.CEL		
93446	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_0.67	1120	micromolar	DMSO .1 %	drugmatrix_93446.CEL		
93447	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_0.67	65000	micromolar	DMSO .1 %	drugmatrix_93447.CEL		
93448	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93448.CEL		
93449	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_1	1500	micromolar	DMSO .1 %	drugmatrix_93449.CEL		
93450	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93450.CEL		
93451	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93451.CEL		
93452	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93452.CEL		
93453	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93453.CEL		
93454	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93454.CEL		
93455	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_0.67	100	micromolar	DMSO .1 %	drugmatrix_93455.CEL		
93456	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93456.CEL		
93457	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93457.CEL		
93458	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93458.CEL		
93459	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93459.CEL		
93460	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93460.CEL		
93461	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93461.CEL		
93462	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93462.CEL		
93463	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_1	300	micromolar	DMSO .1 %	drugmatrix_93463.CEL		
93464	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93464.CEL		
93465	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93465.CEL		
93466	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93466.CEL		
93467	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93467.CEL		
93468	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93468.CEL		
93469	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93469.CEL		
93470	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93470.CEL		
93471	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93471.CEL		
93472	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93472.CEL		
93473	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_0.67	65000	micromolar	DMSO .1 %	drugmatrix_93473.CEL		
93474	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93474.CEL		
93475	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_0.67	1540	micromolar	DMSO .1 %	drugmatrix_93475.CEL		
93476	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93476.CEL		
93477	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93477.CEL		
93478	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93478.CEL		
93479	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93479.CEL		
93480	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93480.CEL		
93481	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_1	65000	micromolar	DMSO .1 %	drugmatrix_93481.CEL		
93482	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93482.CEL		
93483	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93483.CEL		
93484	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_0.67	560	micromolar	DMSO .1 %	drugmatrix_93484.CEL		
93485	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93485.CEL		
93486	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93486.CEL		
93487	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93487.CEL		
93488	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_0.67	620	micromolar	DMSO .1 %	drugmatrix_93488.CEL		
93489	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93489.CEL		
93490	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93490.CEL		
93491	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93491.CEL		
93492	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93492.CEL		
93493	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_1	1500	micromolar	DMSO .1 %	drugmatrix_93493.CEL		
93494	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93494.CEL		
93495	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_1	1540	micromolar	DMSO .1 %	drugmatrix_93495.CEL		
93496	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93496.CEL		
93497	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93497.CEL		
93498	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_1	150	micromolar	DMSO .1 %	drugmatrix_93498.CEL		
93499	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93499.CEL		
93500	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93500.CEL		
93501	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93501.CEL		
93502	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93502.CEL		
93503	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93503.CEL		
93504	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93504.CEL		
93505	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93505.CEL		
93506	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93506.CEL		
93507	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_0.67	7000	micromolar	DMSO .1 %	drugmatrix_93507.CEL		
93508	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93508.CEL		
93509	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93509.CEL		
93510	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93510.CEL		
93511	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_93511.CEL		
