Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file			control_file	final_array_name	
93456	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93456.CEL			93506.CEL	93662.CEL	93638.CEL
93457	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93457.CEL			93479.CEL	93663.CEL	93638.CEL
93458	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93458.CEL			93458.CEL	93664.CEL	93638.CEL
93459	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93459.CEL			93509.CEL	93671.CEL	93696.CEL
93460	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93460.CEL			93458.CEL	93672.CEL	93694.CEL
93461	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93461.CEL			93458.CEL	93676.CEL	93694.CEL
93462	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93462.CEL			93606.CEL	93679.CEL	93694.CEL
93463	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_1	300	micromolar	DMSO .1 %	drugmatrix_93463.CEL			93479.CEL	93680.CEL	93694.CEL
93464	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93464.CEL			93479.CEL	93684.CEL	93696.CEL
93465	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93465.CEL			93479.CEL	93686.CEL	93694.CEL
93466	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93466.CEL			93479.CEL	93694.CEL	93694.CEL
93467	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93467.CEL			93479.CEL	93696.CEL	93696.CEL
93468	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93468.CEL			93479.CEL	93524.CEL	93696.CEL
93469	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93469.CEL			93479.CEL	93526.CEL	93696.CEL
93470	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93470.CEL			93509.CEL	93594.CEL	93696.CEL
93471	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93471.CEL			93479.CEL	93595.CEL	93696.CEL
93472	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93472.CEL			93479.CEL	93597.CEL	93694.CEL
93473	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_0.67	65000	micromolar	DMSO .1 %	drugmatrix_93473.CEL			93478.CEL	93533.CEL	93696.CEL
93474	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93474.CEL			93606.CEL	93535.CEL	93694.CEL
93475	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_0.67	1540	micromolar	DMSO .1 %	drugmatrix_93475.CEL			93604.CEL	93537.CEL	93694.CEL
93476	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93476.CEL			93509.CEL	93602.CEL	93696.CEL
93477	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93477.CEL			93478.CEL	93540.CEL	93733.CEL
93478	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93478.CEL			93478.CEL	93541.CEL	93733.CEL
93479	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93479.CEL			93479.CEL	93603.CEL	93738.CEL
93480	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93480.CEL			93606.CEL	93544.CEL	93738.CEL
93481	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_1	65000	micromolar	DMSO .1 %	drugmatrix_93481.CEL			93485.CEL	93933.CEL	93738.CEL
93482	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93482.CEL			93606.CEL	93553.CEL	93733.CEL
93483	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93483.CEL			93509.CEL	93932.CEL	93738.CEL
93484	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_0.67	560	micromolar	DMSO .1 %	drugmatrix_93484.CEL			93606.CEL	93708.CEL	93738.CEL
93485	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93485.CEL			93487.CEL	93714.CEL	93733.CEL
93486	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93486.CEL			93458.CEL	93936.CEL	93738.CEL
93487	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93487.CEL			93479.CEL	93733.CEL	93733.CEL
93488	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_0.67	620	micromolar	DMSO .1 %	drugmatrix_93488.CEL			93606.CEL	94209.CEL	93733.CEL
93489	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93489.CEL			93458.CEL	93738.CEL	93738.CEL
93490	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93490.CEL			93509.CEL	93739.CEL	93733.CEL
93491	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93491.CEL			93509.CEL	94210.CEL	93733.CEL
93492	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93492.CEL			93506.CEL	93741.CEL	93738.CEL
93493	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_1	1500	micromolar	DMSO .1 %	drugmatrix_93493.CEL			93488.CEL	93939.CEL	93738.CEL
93494	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93494.CEL			93458.CEL	93743.CEL	93733.CEL
93495	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_1	1540	micromolar	DMSO .1 %	drugmatrix_93495.CEL			93506.CEL	93812.CEL	93875.CEL
93496	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93496.CEL			93458.CEL	93813.CEL	93875.CEL
93497	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93497.CEL			93509.CEL	93814.CEL	93875.CEL
93498	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_1	150	micromolar	DMSO .1 %	drugmatrix_93498.CEL			93489.CEL	93815.CEL	93817.CEL
93499	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93499.CEL			93509.CEL	93817.CEL	93817.CEL
93500	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93500.CEL			93606.CEL	93821.CEL	93817.CEL
93501	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93501.CEL			93478.CEL	93875.CEL	93875.CEL
93502	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93502.CEL			93479.CEL	94216.CEL	93817.CEL
93503	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93503.CEL			93509.CEL	93944.CEL	93875.CEL
93504	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93504.CEL			93509.CEL	93826.CEL	93875.CEL
93505	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93505.CEL			93478.CEL	93945.CEL	93817.CEL
93506	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93506.CEL			93506.CEL	94217.CEL	93817.CEL
93507	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_0.67	7000	micromolar	DMSO .1 %	drugmatrix_93507.CEL			93509.CEL	93878.CEL	93878.CEL
93508	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93508.CEL			93604.CEL	93879.CEL	93856.CEL
93509	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93509.CEL			93509.CEL	93855.CEL	93856.CEL
93510	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93510.CEL			93278.CEL	93881.CEL	93878.CEL
93511	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_93511.CEL			93281.CEL	93856.CEL	93856.CEL
93512	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93512.CEL			93278.CEL	93947.CEL	93878.CEL
93513	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93513.CEL			93382.CEL	93837.CEL	93856.CEL
93514	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93514.CEL			93385.CEL	93883.CEL	93856.CEL
93515	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93515.CEL			93442.CEL	93884.CEL	93878.CEL
93516	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93516.CEL			93604.CEL	93857.CEL	93856.CEL
93517	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93517.CEL			93636.CEL	93858.CEL	93878.CEL
93518	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93518.CEL			93638.CEL	94224.CEL	93878.CEL
93519	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_0.67	166.67	micromolar	DMSO .1 %	drugmatrix_93519.CEL			93635.CEL	93087.CEL	93116.CEL
93520	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_1	166.67	micromolar	DMSO .1 %	drugmatrix_93520.CEL			93678.CEL	93091.CEL	93124.CEL
93521	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93521.CEL			93528.CEL	93095.CEL	93116.CEL
93522	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93522.CEL			93678.CEL	93098.CEL	93124.CEL
93523	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93523.CEL			93528.CEL	93099.CEL	93124.CEL
93524	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_1	750	micromolar	DMSO .1 %	drugmatrix_93524.CEL			93696.CEL	93100.CEL	93116.CEL
93525	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93525.CEL			93685.CEL	93104.CEL	93124.CEL
93526	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93526.CEL			93696.CEL	93108.CEL	93124.CEL
93527	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93527.CEL			93685.CEL	93109.CEL	93116.CEL
93528	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93528.CEL				93580.CEL	93124.CEL
93529	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93529.CEL			93678.CEL	93116.CEL	93116.CEL
93530	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_1	120	micromolar	DMSO .1 %	drugmatrix_93530.CEL			93678.CEL	93124.CEL	93124.CEL
93531	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93531.CEL			93685.CEL	93125.CEL	93116.CEL
93532	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93532.CEL			93685.CEL	93131.CEL	93116.CEL
93533	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93533.CEL			93696.CEL	93888.CEL	93843.CEL
93534	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93534.CEL			93678.CEL	94005.CEL	93843.CEL
93535	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_0.67	833	micromolar	DMSO .1 %	drugmatrix_93535.CEL			93694.CEL	93889.CEL	93889.CEL
93536	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93536.CEL			93528.CEL	94225.CEL	93889.CEL
93537	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93537.CEL			93694.CEL	93843.CEL	93843.CEL
93538	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_1	160	micromolar	DMSO .1 %	drugmatrix_93538.CEL			93678.CEL	93890.CEL	93843.CEL
93539	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93539.CEL			93528.CEL	93863.CEL	93889.CEL
93540	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93540.CEL			93733.CEL	93864.CEL	93843.CEL
93541	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93541.CEL			93733.CEL	94226.CEL	93843.CEL
93542	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93542.CEL				93891.CEL	93889.CEL
93543	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93543.CEL			93542.CEL	94006.CEL	93889.CEL
93544	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93544.CEL			93738.CEL	93867.CEL	93889.CEL
93545	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93545.CEL			93719.CEL	93002.CEL	93028.CEL
93546	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93546.CEL			93719.CEL	93003.CEL	93028.CEL
93547	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93547.CEL			93542.CEL	93004.CEL	93070.CEL
93549	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93549.CEL			93542.CEL	93006.CEL	93070.CEL
93550	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93550.CEL			93542.CEL	93008.CEL	93028.CEL
93551	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_1	120	micromolar	DMSO .1 %	drugmatrix_93551.CEL			93737.CEL	93010.CEL	93070.CEL
93552	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93552.CEL			93542.CEL	93013.CEL	93028.CEL
93553	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93553.CEL			93733.CEL	93015.CEL	93070.CEL
93554	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_0.67	775	micromolar	DMSO .1 %	drugmatrix_93554.CEL			93719.CEL	93020.CEL	93028.CEL
93556	RHCYT	tgf beta-1, human recombinant		NA	FALSE	control_0.67	5 ng/ml	micromolar	DMSO .1 %	drugmatrix_93556.CEL			93127.CEL	93021.CEL	93070.CEL
93557	RHCYT	idarubicin	CHEMBL1117	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93557.CEL			93123.CEL	93025.CEL	93028.CEL
93558	RHCYT	carvedilol	CHEMBL723	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93558.CEL			93094.CEL	93027.CEL	93070.CEL
93559	RHCYT	D-galactosamine	CHEMBL606759	NA	FALSE	control_0.67	470	micromolar	DMSO .1 %	drugmatrix_93559.CEL			93097.CEL	93028.CEL	93028.CEL
93560	RHCYT	tenidap	CHEMBL1908355	NA	FALSE	control_1	41	micromolar	DMSO .1 %	drugmatrix_93560.CEL			93123.CEL	93031.CEL	93028.CEL
93561	RHCYT	ethanol	CHEMBL545	NA	FALSE	control_1	180000	micromolar	DMSO .1 %	drugmatrix_93561.CEL			93110.CEL	93033.CEL	93070.CEL
93562	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_0.67	2222	micromolar	DMSO .1 %	drugmatrix_93562.CEL			93096.CEL	93034.CEL	93028.CEL
93563	RHCYT	amitriptyline	CHEMBL629	NA	FALSE	control_1	72	micromolar	DMSO .1 %	drugmatrix_93563.CEL			93123.CEL	93038.CEL	93028.CEL
93564	RHCYT	carmustine	CHEMBL513	NA	FALSE	control_1	550	micromolar	DMSO .1 %	drugmatrix_93564.CEL			93170.CEL	93069.CEL	93070.CEL
93565	RHCYT	nortriptyline	CHEMBL445	NA	FALSE	control_1	70	micromolar	DMSO .1 %	drugmatrix_93565.CEL			93170.CEL	93070.CEL	93070.CEL
93566	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_0.67	13500	micromolar	DMSO .1 %	drugmatrix_93566.CEL			93571.CEL	93071.CEL	93028.CEL
93567	RHCYT	nortriptyline	CHEMBL445	NA	FALSE	control_1	70	micromolar	DMSO .1 %	drugmatrix_93567.CEL			93245.CEL	93079.CEL	93070.CEL
93568	RHCYT	fluphenazine	CHEMBL726	NA	FALSE	control_0.67	45	micromolar	DMSO .1 %	drugmatrix_93568.CEL			93571.CEL	93080.CEL	93070.CEL
93569	RHCYT	sulconazole	CHEMBL1221	NA	FALSE	control_0.67	40	micromolar	DMSO .1 %	drugmatrix_93569.CEL			93234.CEL	93133.CEL	93139.CEL
93570	RHCYT	tgf beta-1, human recombinant		NA	FALSE	control_0.67	5 ng/ml	micromolar	DMSO .1 %	drugmatrix_93570.CEL			93228.CEL	93134.CEL	93134.CEL
93571	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93571.CEL			93571.CEL	93135.CEL	93134.CEL
93572	RHCYT	danazol	CHEMBL1479	NA	FALSE	control_0.67	95	micromolar	DMSO .1 %	drugmatrix_93572.CEL			93228.CEL	93138.CEL	93134.CEL
93573	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93573.CEL			93301.CEL	93139.CEL	93139.CEL
93574	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93574.CEL			93301.CEL	93583.CEL	93134.CEL
93576	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93576.CEL			93032.CEL	93140.CEL	93139.CEL
93577	RHCYT	valdecoxib	CHEMBL865	NA	FALSE	control_1	450	micromolar	DMSO .1 %	drugmatrix_93577.CEL			93029.CEL	93141.CEL	93139.CEL
93578	RHCYT	valdecoxib	CHEMBL865	NA	FALSE	control_0.67	450	micromolar	DMSO .1 %	drugmatrix_93578.CEL			93036.CEL	93142.CEL	93139.CEL
93579	RHCYT	carmustine	CHEMBL513	NA	FALSE	control_1	550	micromolar	DMSO .1 %	drugmatrix_93579.CEL			93110.CEL	93169.CEL	93134.CEL
93580	RHCYT	ifosfamide	CHEMBL1024	NA	FALSE	control_1	11000	micromolar	DMSO .1 %	drugmatrix_93580.CEL			93124.CEL	93172.CEL	93139.CEL
93581	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_1	2222	micromolar	DMSO .1 %	drugmatrix_93581.CEL			93110.CEL	93174.CEL	93139.CEL
93582	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_0.67	13500	micromolar	DMSO .1 %	drugmatrix_93582.CEL			93189.CEL	93175.CEL	93134.CEL
93583	RHCYT	Vinblastine	CHEMBL159	NA	FALSE	control_1	45	micromolar	DMSO .1 %	drugmatrix_93583.CEL			93134.CEL	93179.CEL	93134.CEL
93584	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_0.67	2222	micromolar	DMSO .1 %	drugmatrix_93584.CEL			93189.CEL	93181.CEL	93134.CEL
93585	RHCYT	itraconazole	CHEMBL22587	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93585.CEL			93234.CEL	93183.CEL	93139.CEL
93587	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_1	13500	micromolar	DMSO .1 %	drugmatrix_93587.CEL			93245.CEL	93186.CEL	93139.CEL
93588	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_1	63	micromolar	DMSO .1 %	drugmatrix_93588.CEL			93301.CEL	93190.CEL	93134.CEL
93589	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93589.CEL			93589.CEL	93201.CEL	93139.CEL
93590	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93590.CEL			93589.CEL	93203.CEL	93134.CEL
93593	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_1	296	micromolar	DMSO .1 %	drugmatrix_93593.CEL			93632.CEL	93205.CEL	93134.CEL
93594	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_1	520	micromolar	DMSO .1 %	drugmatrix_93594.CEL			93696.CEL	93212.CEL	93139.CEL
100977	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93595.CEL			93696.CEL	93214.CEL	93309.CEL
93595	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93595.CEL			93696.CEL	93220.CEL	93309.CEL
93596	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_1	58	micromolar	DMSO .1 %	drugmatrix_93596.CEL			93685.CEL	93231.CEL	93309.CEL
93597	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93597.CEL			93694.CEL	93232.CEL	93234.CEL
93598	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93598.CEL			93528.CEL	93234.CEL	93234.CEL
93599	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93599.CEL			93528.CEL	93239.CEL	93309.CEL
93600	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93600.CEL			93685.CEL	93240.CEL	93234.CEL
93601	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_93601.CEL			93678.CEL	93243.CEL	93309.CEL
93602	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_1	148	micromolar	DMSO .1 %	drugmatrix_93602.CEL			93696.CEL	93244.CEL	93309.CEL
93603	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93603.CEL			93738.CEL	93569.CEL	93234.CEL
93604	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93604.CEL			93604.CEL	93585.CEL	93234.CEL
93605	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93605.CEL			93509.CEL	93249.CEL	93234.CEL
93606	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93606.CEL			93606.CEL	93251.CEL	93234.CEL
93607	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93607.CEL			93458.CEL	93252.CEL	93234.CEL
93608	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93608.CEL			93636.CEL	93256.CEL	93309.CEL
93609	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_0.67	62.25	micromolar	DMSO .1 %	drugmatrix_93609.CEL			93635.CEL	93259.CEL	93309.CEL
93610	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93610.CEL			93636.CEL	93309.CEL	93309.CEL
93611	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_0.67	148	micromolar	DMSO .1 %	drugmatrix_93611.CEL			93630.CEL	93310.CEL	93234.CEL
93612	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_1	833	micromolar	DMSO .1 %	drugmatrix_93612.CEL			93638.CEL	93311.CEL	93309.CEL
93613	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93613.CEL			93636.CEL	93277.CEL	93234.CEL
93614	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93614.CEL			93636.CEL	93083.CEL	93097.CEL
93615	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93615.CEL			93630.CEL	93085.CEL	93097.CEL
93616	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93616.CEL			93632.CEL	93094.CEL	93094.CEL
93617	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93617.CEL			93630.CEL	93097.CEL	93097.CEL
93618	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93618.CEL			93635.CEL	93101.CEL	93097.CEL
