LTKBID,PubChem_CID,LabelCompoundName,DILIConcern,SeverityClass,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,STD_SMILES
LT00295,3117.0,disulfiram,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,Postive,CCN(CC)C(=S)SSC(=S)N(CC)CC,
LT01600,4493.0,nilutamide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,
LT00634,5402.0,terbinafine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,
LT00107,5291.0,imatinib,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,
LT01202,93860.0,bortezomib,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,Postive,B([C@@H](CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,
LT01345,3279.0,ethambutol,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CCC(CO)NCCNC(CC)CO,
LT00155,5487.0,tizanidine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,
LT00182,55283.0,itraconazole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,
LT01243,213039.0,darunavir,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,
LT01323,64139.0,efavirenz,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,Postive,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,
LT02035,60835.0,duloxetine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,
LT00635,5430.0,thiabendazole,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,
LT00661,216237.0,tolvaptan,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,
LT00671,208898.0,dronedarone,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,
LT00554,134018.0,febuxostat,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,
LT01034,441184.0,acarbose,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@@H]([C@@H]([C@H]4O)O)O)CO,
LT01097,71616.0,voriconazole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,
LT01342,18140.0,estramustine,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,,,,,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,
LT02121,9904.0,nandrolone decanoate,MOST-DILI-CONCERN,7,Yes(literature),VMOST-DILI-CONCERN,,,,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,
LT00240,3308.0,etodolac,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,
LT00394,60198.0,exemestane,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,,,,,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,
LT01400,56339.0,fosphenytoin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Negative,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,
LT01042,6437841.0,acitretin,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C)C)C)OC,
LT00111,47576.0,ketoconazole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,
LT00124,4449.0,nefazodone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,
LT00160,3121.0,valproic acid,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CCCC(CCC)C(=O)O,
LT00306,3767.0,isoniazid,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CN=CC=C1C(=O)NN,
LT00046,2157.0,amiodarone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,
LT00101,3397.0,flutamide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,
LT00144,18283.0,stavudine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,
LT00163,35370.0,zidovudine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],
LT00026,126941.0,methotrexate,MOST-DILI-CONCERN,3,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,
LT00080,2952.0,dantrolene,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],
LT00235,9902.0,oxymetholone,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,Postive,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC(=CO)C(=O)C4)C,
LT00539,28417.0,danazol,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,
LT00288,5351166.0,dacarbazine,MOST-DILI-CONCERN,6,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CN(C)N/N=C\1/C(=NC=N1)C(=O)N,
LT00156,4659569.0,tolcapone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],
LT00113,3899.0,leflunomide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,
LT01553,4178.0,mexiletine,MOST-DILI-CONCERN,3,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC1=C(C(=CC=C1)C)OCC(C)N,
LT01140,104865.0,bosentan,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,
LT00845,5878.0,oxandrolone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,
LT02204,208908.0,lapatinib,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,Positive,Postive,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,
LT00136,657298.0,propylthiouracil,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,Postive,CCCC1=CC(=O)NC(=S)N1,
LT00260,4463.0,nevirapine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,Postive,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,
LT00563,5493381.0,deferasirox,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,
LT00565,5329102.0,sunitinib,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,
LT00672,10113978.0,pazopanib,MOST-DILI-CONCERN,8,Yes(literature),VMOST-DILI-CONCERN,,,,,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,
LT01220,65027.0,tipranavir,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCC[C@]1(CC(=O)C(=C(O1)O)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4,
LT01201,2717.0,chlormezanone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,
LT00116,4044.0,mefenamic acid,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,
LT01651,40926.0,pentostatin,MOST-DILI-CONCERN,3,Yes,VMOST-DILI-CONCERN,,,,Negative,C1[C@H](C2=C(NC=N1)N(C=N2)C3CC(C(O3)CO)O)O,
LT00097,3331.0,felbamate,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,
LT00209,6253.0,cytarabine,MOST-DILI-CONCERN,3,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,
LT00109,3748.0,iproniazid,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC(C)NNC(=O)C1=CC=NC=C1,
LT00519,60726.0,bromfenac,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br,
LT00131,4746.0,perhexiline,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,
LT00278,2333.0,benzbromarone,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,
LT00636,38409.0,ticrynafen,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,
LT00461,3086677.0,alatrofloxacin mesylate,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,Postive,C[C@@H](C(=O)N[C@@H](C)C(=O)NC1[C@H]2[C@@H]1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N,
LT02092,3474.0,glafenine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,
LT01060,54897.0,alpidem,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,
LT01680,35935.0,pirprofen,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,
LT00246,4723.0,pemoline,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,Postive,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,
LT01611,4528.0,nomifensine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,Postive,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,
LT00513,39941.0,benoxaprofen,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,
LT00560,15250.0,ibufenac,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,,CC(C)CC1=CC=C(C=C1)CC(=O)O,
LT01219,8593.0,cinchophen,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,
LT01372,3351.0,fipexide,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,
LT00632,5340.0,sulfathiazole,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,
LT00699,11033.0,sulfacarbamide,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N,
LT00700,29321.0,triacetyldiphenolisatin,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(=O)N1C2=CC=CC=C2C(C1=O)(C3=CC=C(C=C3)OC(=O)C)C4=CC=C(C=C4)OC(=O)C,
LT01867,239062.0,xenazoic acid,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O,
LT00686,151166.0,lumiracoxib,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,Positive,Postive,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,
LT02033,9574101.0,ximelagatran,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,Positive,,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N,
LT01822,53359.0,tolrestat,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,Positive,,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,
LT01574,4260.0,moxisylyte,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,Postive,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,
LT00690,8269.0,oxyphenisatin,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,
LT00694,21382.0,clomacran,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CN(C)CCCC1C2=CC=CC=C2NC3=C1C=C(C=C3)Cl,
LT00696,71169.0,isaxonine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(C)NC1=NC=CC=N1,
LT00697,6761.0,pipamazine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1CN(CCC1C(=O)N)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,
LT00703,71467.0,phenoxypropazine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(COC1=CC=CC=C1)NN,
LT00691,65592.0,tilbroquinol,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC1=CC(=C(C2=C1C=CC=N2)O)Br,
LT01117,2313.0,bendazac,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,
LT01120,255968.0,benzarone,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,
LT01121,6237.0,benziodarone,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,
LT01228,33176.0,clometacin,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,
LT01250,2898.0,cyclofenil,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,
LT01359,40399.0,exifone,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,
LT01816,5354.0,sulcotidil,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,
LT01874,41987.0,zimelidine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,
LT01508,6179.0,mebanazine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(C1=CC=CC=C1)NN,
LT01594,4472.0,nialamide,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,
LT01602,3033952.0,niperotidine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CN(C)CC1=CC=C(O1)CSCCN/C(=C\[N+](=O)[O-])/NCC2=CC3=C(C=C2)OCO3,
LT02110,6075.0,mepazine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,
LT01846,28858.0,fenclozic acid,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl,
LT01854,71900.0,nitrefazole,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],
LT02449,216235.0,sitaxsentan,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,
LT02213,2081.0,alaproclate,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,
LT00692,30951.0,alclofenac,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,
LT01371,50313.0,fialuridine,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)I,
LT00687,60919.0,tasosartan,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,HH,,Positive,,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,
LT00695,32756.0,dermatan,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O)O)O,
LT00698,153270.0,pralnacasan ,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,
LT01870,6918508.0,falnidamol ,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,
LT00693,3001322.0,aplaviroc ,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O,
LT00702,5480200.0,pafuramidine ,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CO/N=C(\N)/C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)/C(=N/OC)/N,
LT00701,172307.0,fiduxosin ,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,COC1=CC=CC2=C1[C@@H]3CN(C[C@@H]3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O,
LT00663,9915926.0,eltrombopag olamine,MOST-DILI-CONCERN,4,,VMOST-DILI-CONCERN,,,,,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N/N=C/3\C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N,
LT00684,23663956.0,divalproex sodium,MOST-DILI-CONCERN,8,,VMOST-DILI-CONCERN,,,,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],
LT00640,3002977.0,maraviroc,MOST-DILI-CONCERN,3,,VMOST-DILI-CONCERN,,,,,CC1=NN=C(N1C2C[C@H]3CC[C@@H](C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,
LT02082,4768.0,phenoxybenzamine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,Negative,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,
LT02084,4634.0,oxybutynin,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,Negative,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,
LT00087,3100.0,diphenhydramine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,
LT02085,4601.0,orphenadrine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,
LT02222,26987.0,clemastine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,
LT00154,2153.0,theophylline,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,CN1C2=C(C(=O)N(C1=O)C)NC=N2,
LT00292,30322.0,digoxin,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,
LT00783,5920.0,liothyronine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,
LT01888,2519.0,caffeine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,
LT02081,4991.0,pyridostigmine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,non-hepatotixic,Negative,,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,
LT01041,12035.0,acetylcysteine,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,,Negative,Negative,CC(=O)N[C@@H](CS)C(=O)O,
LT01071,564.0,aminocaproic acid,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,,Negative,Negative,C(CCC(=O)O)CCN,
LT02009,54678501.0,vitamin c,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,,Negative,Negative,C([C@@H](C1C(=C(C(=O)O1)O)O)O)O,
LT02192,54575.0,leucovorin,NO-DILI-CONCERN,0,,VNO-DILI-CONCERN,NE,,Negative,Negative,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O,
