Source Name	Characteristics[Strain]	Factor Value[Compound]	Comment [ChEMBL ID]	Characteristics[Compound Class]	Characteristics[Control]	Characteristics[Sample Match]	Factor Value[Dose]	Characteristics[DoseUnit]	Characteristics[Vehicle]	array_file
CEL-D-PPX1-72-R-1-2	hESC_DE-Hep	piperonyl butoxide	CHEMBL1201131	Non-genotoxic	FALSE	CEL-D-DMO-72-R	11	micromolar	DMSO	carcinogenomics_CEL-D-PPX1-72-R-1-2.CEL
CEL-D-PPX2-24-R-1-2	hESC_DE-Hep	piperonyl butoxide	CHEMBL1201131	Non-genotoxic	FALSE	CEL-D-DMO-24-R-1-2	5.5	micromolar	DMSO	carcinogenomics_CEL-D-PPX2-24-R-1-2.CEL
CEL-D-PPX2-72-R-1-2	hESC_DE-Hep	piperonyl butoxide	CHEMBL1201131	Non-genotoxic	FALSE	CEL-D-DMO-72-R	5.5	micromolar	DMSO	carcinogenomics_CEL-D-PPX2-72-R-1-2.CEL
CEL-D-SPB1-24-R-1-2	hESC_DE-Hep	phenobarbital sodium	CHEMBL149972	Non-genotoxic	FALSE	CEL-D-MED-24-R-1-2	1780	micromolar	DMSO	carcinogenomics_CEL-D-SPB1-24-R-1-2.CEL
CEL-D-SPB1-72-R-1-2	hESC_DE-Hep	phenobarbital sodium	CHEMBL149972	Non-genotoxic	FALSE	CEL-D-MED-72-R	1780	micromolar	DMSO	carcinogenomics_CEL-D-SPB1-72-R-1-2.CEL
CEL-D-SPB2-24-R-1-2	hESC_DE-Hep	phenobarbital sodium	CHEMBL149972	Non-genotoxic	FALSE	CEL-D-MED-24-R-1-2	890	micromolar	DMSO	carcinogenomics_CEL-D-SPB2-24-R-1-2.CEL
CEL-D-SPB2-72-R-1-2	hESC_DE-Hep	phenobarbital sodium	CHEMBL149972	Non-genotoxic	FALSE	CEL-D-MED-72-R	890	micromolar	DMSO	carcinogenomics_CEL-D-SPB2-72-R-1-2.CEL
CEL-J-DMO-24-R-1-1	hESC_DE-Hep	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE		0.5	percent	DMSO	carcinogenomics_CEL-J-DMO-24-R-1-1.CEL
CEL-J-DMO-72-R-1-1	hESC_DE-Hep	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE		0.5	percent	DMSO	carcinogenomics_CEL-J-DMO-72-R-1-1.CEL
CEL-J-MED-24-R-1-1	hESC_DE-Hep	untreated		CTRL	TRUE				medium	carcinogenomics_CEL-J-MED-24-R-1-1.CEL
CEL-J-MED-72-R-1-1	hESC_DE-Hep	untreated		CTRL	TRUE				medium	carcinogenomics_CEL-J-MED-72-R-1-1.CEL
CEL-J-MPH1-24-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-J-MED-24-R-1-1	0.33	micromolar	DMSO	carcinogenomics_CEL-J-MPH1-24-R-1-1.CEL
CEL-J-MPH1-72-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-J-MED-72-R-1-1	0.33	micromolar	DMSO	carcinogenomics_CEL-J-MPH1-72-R-1-1.CEL
CEL-J-MPH2-24-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-J-MED-24-R-1-1	0.165	micromolar	DMSO	carcinogenomics_CEL-J-MPH2-24-R-1-1.CEL
CEL-J-MPH2-72-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-J-MED-72-R-1-1	0.165	micromolar	DMSO	carcinogenomics_CEL-J-MPH2-72-R-1-1.CEL
CEL-K-DMO-24-R-1-1	hESC_DE-Hep	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE		0.5	percent	DMSO	carcinogenomics_CEL-K-DMO-24-R-1-1.CEL
CEL-K-DMO-72-R-1-1	hESC_DE-Hep	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE		0.5	percent	DMSO	carcinogenomics_CEL-K-DMO-72-R-1-1.CEL
CEL-K-MED-24-R-1-1	hESC_DE-Hep	untreated		CTRL	TRUE				medium	carcinogenomics_CEL-K-MED-24-R-1-1.CEL
CEL-K-MED-72-R-1-1	hESC_DE-Hep	untreated		CTRL	TRUE				medium	carcinogenomics_CEL-K-MED-72-R-1-1.CEL
CEL-K-MPH1-24-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-K-MED-24-R-1-1	0.33	micromolar	DMSO	carcinogenomics_CEL-K-MPH1-24-R-1-1.CEL
CEL-K-MPH1-72-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-K-MED-72-R-1-1	0.33	micromolar	DMSO	carcinogenomics_CEL-K-MPH1-72-R-1-1.CEL
CEL-K-MPH2-24-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-K-MED-24-R-1-1	0.165	micromolar	DMSO	carcinogenomics_CEL-K-MPH2-24-R-1-1.CEL
CEL-K-MPH2-72-R-1-1	hESC_DE-Hep	methapyrilene hydrochloride	CHEMBL1255739	Non-genotoxic	FALSE	CEL-K-MED-72-R-1-1	0.165	micromolar	DMSO	carcinogenomics_CEL-K-MPH2-72-R-1-1.CEL
HUL-H-2NF1-24-R-1-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-24-R-1-2.CEL
HUL-H-2NF1-24-R-2-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-24-R-2-2.CEL
HUL-H-2NF1-24-R-3-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-24-R-3-2.CEL
HUL-H-2NF1-72-R-1-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-72-R-1-2.CEL
HUL-H-2NF1-72-R-2-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-72-R-2-2.CEL
HUL-H-2NF1-72-R-3-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	35	micromolar	DMSO	carcinogenomics_HUL-H-2NF1-72-R-3-2.CEL
HUL-H-2NF2-24-R-1-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-24-R-1-2.CEL
HUL-H-2NF2-24-R-2-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-24-R-2-2.CEL
HUL-H-2NF2-24-R-3-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-24-R-3-2.CEL
HUL-H-2NF2-24-R-4-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-24-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-24-R-4-2.CEL
HUL-H-2NF2-72-R-1-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-72-R-1-2.CEL
HUL-H-2NF2-72-R-2-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-72-R-2-2.CEL
HUL-H-2NF2-72-R-3-2	HepG2	2-nitrofluorene	CHEMBL351487	Genotoxic	FALSE	HUL-H-DMO-72-R	17.5	micromolar	DMSO	carcinogenomics_HUL-H-2NF2-72-R-3-2.CEL
HUL-H-AFL1-24-R-1-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-24-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-24-R-1-1.CEL
HUL-H-AFL1-24-R-2-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-24-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-24-R-2-1.CEL
HUL-H-AFL1-24-R-3-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-24-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-24-R-3-1.CEL
HUL-H-AFL1-72-R-1-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-72-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-72-R-1-1.CEL
HUL-H-AFL1-72-R-2-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-72-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-72-R-2-1.CEL
HUL-H-AFL1-72-R-3-1	HepG2	aflatoxin B1	CHEMBL1697694	Genotoxic	FALSE	HUL-H-DMO-72-R	1.6	micromolar	DMSO	carcinogenomics_HUL-H-AFL1-72-R-3-1.CEL
HUL-H-BaP1-24-R-1-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-24-R-1-2.CEL
HUL-H-BaP1-24-R-2-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-24-R-2-2.CEL
HUL-H-BaP1-24-R-3-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-24-R-3-2.CEL
HUL-H-BaP1-72-R-1-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-72-R-1-2.CEL
HUL-H-BaP1-72-R-2-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-72-R-2-2.CEL
HUL-H-BaP1-72-R-3-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	2	micromolar	DMSO	carcinogenomics_HUL-H-BaP1-72-R-3-2.CEL
HUL-H-BaP2-24-R-1-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-24-R-1-2.CEL
HUL-H-BaP2-24-R-2-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-24-R-2-2.CEL
HUL-H-BaP2-24-R-3-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-24-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-24-R-3-2.CEL
HUL-H-BaP2-72-R-1-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-72-R-1-2.CEL
HUL-H-BaP2-72-R-2-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-72-R-2-2.CEL
HUL-H-BaP2-72-R-3-2	HepG2	benzo[a]pyrene	CHEMBL31184	Genotoxic	FALSE	HUL-H-DMO-72-R	1	micromolar	DMSO	carcinogenomics_HUL-H-BaP2-72-R-3-2.CEL
HUL-H-CLO1-24-R-1-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-24-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-24-R-1-1.CEL
HUL-H-CLO1-24-R-2-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-24-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-24-R-2-1.CEL
HUL-H-CLO1-24-R-3-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-24-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-24-R-3-1.CEL
HUL-H-CLO1-72-R-1-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-72-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-72-R-1-1.CEL
HUL-H-CLO1-72-R-2-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-72-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-72-R-2-1.CEL
HUL-H-CLO1-72-R-3-1	HepG2	clonidine	CHEMBL134	Non-carcinogen	FALSE	HUL-H-DMO-72-R	0.0948	micromolar	DMSO	carcinogenomics_HUL-H-CLO1-72-R-3-1.CEL
HUL-H-CYC1-24-R-1-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-24-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-24-R-1-1.CEL
HUL-H-CYC1-24-R-2-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-24-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-24-R-2-1.CEL
HUL-H-CYC1-24-R-3-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-24-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-24-R-3-1.CEL
HUL-H-CYC1-72-R-1-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-72-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-72-R-1-1.CEL
HUL-H-CYC1-72-R-2-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-72-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-72-R-2-1.CEL
HUL-H-CYC1-72-R-3-1	HepG2	cyclophosphamide hydrate	CHEMBL1200796	Genotoxic	FALSE	HUL-H-DMO-72-R	4.7	micromolar	DMSO	carcinogenomics_HUL-H-CYC1-72-R-3-1.CEL
HUL-H-DIC1-24-R-1-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-24-R-1-2.CEL
HUL-H-DIC1-24-R-2-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-24-R-2-2.CEL
HUL-H-DIC1-24-R-3-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-24-R-3-2.CEL
HUL-H-DIC1-72-R-2-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-72-R-2-2.CEL
HUL-H-DIC1-72-R-3-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-72-R-3-2.CEL
HUL-H-DIC1-72-R-4-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	80	micromolar	Medium	carcinogenomics_HUL-H-DIC1-72-R-4-2.CEL
HUL-H-DIC2-24-R-1-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-24-R-1-2.CEL
HUL-H-DIC2-24-R-2-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-24-R-2-2.CEL
HUL-H-DIC2-24-R-3-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-24-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-24-R-3-2.CEL
HUL-H-DIC2-72-R-2-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-72-R-2-2.CEL
HUL-H-DIC2-72-R-3-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-72-R-3-2.CEL
HUL-H-DIC2-72-R-4-2	HepG2	diclofenac sodium	CHEMBL1034	Non-carcinogen	FALSE	HUL-H-MED-72-R	40	micromolar	Medium	carcinogenomics_HUL-H-DIC2-72-R-4-2.CEL
HUL-H-DMN1-24-R-1-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-24-R-1-2.CEL
HUL-H-DMN1-24-R-2-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-24-R-2-2.CEL
HUL-H-DMN1-24-R-3-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-24-R-3-2.CEL
HUL-H-DMN1-72-R-1-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-72-R-1-2.CEL
HUL-H-DMN1-72-R-2-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-72-R-2-2.CEL
HUL-H-DMN1-72-R-3-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMN1-72-R-3-2.CEL
HUL-H-DMN2-24-R-1-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-24-R-1-2.CEL
HUL-H-DMN2-24-R-2-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-24-R-2-2.CEL
HUL-H-DMN2-24-R-3-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-24-R-3-2.CEL
HUL-H-DMN2-72-R-1-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-72-R-1-2.CEL
HUL-H-DMN2-72-R-2-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-72-R-2-2.CEL
HUL-H-DMN2-72-R-3-2	HepG2	N-nitrosodimethylamine	CHEMBL117311	Genotoxic	FALSE	HUL-H-MED-72-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMN2-72-R-3-2.CEL
HUL-H-DMO-24-R-1-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-24-R-1-2.CEL
HUL-H-DMO-24-R-2-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-24-R-2-2.CEL
HUL-H-DMO-24-R-3-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-24-R-3-2.CEL
HUL-H-DMO-24-R-4-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-24-R-4-2.CEL
HUL-H-DMO-72-R-1-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-72-R-1-2.CEL
HUL-H-DMO-72-R-2-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-72-R-2-2.CEL
HUL-H-DMO-72-R-3-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-72-R-3-2.CEL
HUL-H-DMO-72-R-4-2	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMO-72-R-4-2.CEL
HUL-H-DMSO-24-R-10-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-10-1.CEL
HUL-H-DMSO-24-R-11-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-11-1.CEL
HUL-H-DMSO-24-R-6-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-6-1.CEL
HUL-H-DMSO-24-R-7-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-7-1.CEL
HUL-H-DMSO-24-R-8-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-8-1.CEL
HUL-H-DMSO-24-R-9-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-24-R-9-1.CEL
HUL-H-DMSO-72-R-10-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-10-1.CEL
HUL-H-DMSO-72-R-11-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-11-1.CEL
HUL-H-DMSO-72-R-6-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-6-1.CEL
HUL-H-DMSO-72-R-7-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-7-1.CEL
HUL-H-DMSO-72-R-8-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-8-1.CEL
HUL-H-DMSO-72-R-9-1	HepG2	dimethyl sulfoxide	CHEMBL504	DMSO	TRUE				DMSO	carcinogenomics_HUL-H-DMSO-72-R-9-1.CEL
HUL-H-DMT1-24-R-1-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-24-R-1-2.CEL
HUL-H-DMT1-24-R-2-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-24-R-2-2.CEL
HUL-H-DMT1-24-R-3-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-24-R-3-2.CEL
HUL-H-DMT1-72-R-1-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-72-R-1-2.CEL
HUL-H-DMT1-72-R-2-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-72-R-2-2.CEL
HUL-H-DMT1-72-R-3-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-72-R	10000	micromolar	Medium	carcinogenomics_HUL-H-DMT1-72-R-3-2.CEL
HUL-H-DMT2-24-R-1-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMT2-24-R-1-2.CEL
HUL-H-DMT2-24-R-2-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMT2-24-R-2-2.CEL
HUL-H-DMT2-24-R-3-2	HepG2	D-mannitol	CHEMBL689	Non-carcinogen	FALSE	HUL-H-MED-24-R	5000	micromolar	Medium	carcinogenomics_HUL-H-DMT2-24-R-3-2.CEL
