Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
B_12h_2AAF_2	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	B_12h_DMSO_2	50	uM	12	h	2	DMSO	B_12h_2AAF_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL311469_50uM_12h_2
B_12h_2AAF_3	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	B_12h_DMSO_3	50	uM	12	h	3	DMSO	B_12h_2AAF_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL311469_50uM_12h_3
B_12h_2CMP_1	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_12h_DMSO_1	300	uM	12	h	1	DMSO	B_12h_2CMP_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL1421966_300uM_12h_1
B_12h_2CMP_2	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_12h_DMSO_2	300	uM	12	h	2	DMSO	B_12h_2CMP_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL1421966_300uM_12h_2
B_12h_2CMP_3	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_12h_DMSO_3	300	uM	12	h	3	DMSO	B_12h_2CMP_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL1421966_300uM_12h_3
B_12h_8HQ_1	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_12h_DMSO_1	15	uM	12	h	1	DMSO	B_12h_8HQ_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL310555_15uM_12h_1
B_12h_8HQ_2	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_12h_DMSO_2	15	uM	12	h	2	DMSO	B_12h_8HQ_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL310555_15uM_12h_2
B_12h_8HQ_3	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_12h_DMSO_3	15	uM	12	h	3	DMSO	B_12h_8HQ_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL310555_15uM_12h_3
B_12h_ampC_1	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_12h_DMSO_1	250	uM	12	h	1	DMSO	B_12h_ampC_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL174_250uM_12h_1
B_12h_ampC_2	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_12h_DMSO_2	250	uM	12	h	2	DMSO	B_12h_ampC_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL174_250uM_12h_2
B_12h_ampC_3	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_12h_DMSO_3	250	uM	12	h	3	DMSO	B_12h_ampC_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL174_250uM_12h_3
B_12h_ANAC_1	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_12h_DMSO_1	2	mM	12	h	1	DMSO	B_12h_ANAC_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL14173_2mM_12h_1
B_12h_ANAC_2	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_12h_DMSO_2	2	mM	12	h	2	DMSO	B_12h_ANAC_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL14173_2mM_12h_2
B_12h_ANAC_3	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_12h_DMSO_3	2	mM	12	h	3	DMSO	B_12h_ANAC_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL14173_2mM_12h_3
B_12h_DEPH_1	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_12h_DMSO_1	10	mM	12	h	1	DMSO	B_12h_DEPH_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL1242017_10mM_12h_1
B_12h_DEPH_2	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_12h_DMSO_2	10	mM	12	h	2	DMSO	B_12h_DEPH_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL1242017_10mM_12h_2
B_12h_DEPH_3	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_12h_DMSO_3	10	mM	12	h	3	DMSO	B_12h_DEPH_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL1242017_10mM_12h_3
B_12h_DMN_1	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_12h_DMSO_1	2	mM	12	h	1	DMSO	B_12h_DMN_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL117311_2mM_12h_1
B_12h_DMN_2	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_12h_DMSO_2	2	mM	12	h	2	DMSO	B_12h_DMN_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL117311_2mM_12h_2
B_12h_DMN_3	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_12h_DMSO_3	2	mM	12	h	3	DMSO	B_12h_DMN_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL117311_2mM_12h_3
B_12h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		12	h	1		B_12h_DMSO_1.CEL		
B_12h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		12	h	2		B_12h_DMSO_2.CEL		
B_12h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		12	h	3		B_12h_DMSO_3.CEL		
B_12h_MMC_1	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_12h_DMSO_1	200	nM	12	h	1	DMSO	B_12h_MMC_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL105_200nM_12h_1
B_12h_MMC_2	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_12h_DMSO_2	200	nM	12	h	2	DMSO	B_12h_MMC_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL105_200nM_12h_2
B_12h_MMC_3	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_12h_DMSO_3	200	nM	12	h	3	DMSO	B_12h_MMC_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL105_200nM_12h_3
B_12h_NPD_1	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_12h_DMSO_1	2	mM	12	h	1	DMSO	B_12h_NPD_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL433721_2mM_12h_1
B_12h_NPD_2	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_12h_DMSO_2	2	mM	12	h	2	DMSO	B_12h_NPD_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL433721_2mM_12h_2
B_12h_NPD_3	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_12h_DMSO_3	2	mM	12	h	3	DMSO	B_12h_NPD_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL433721_2mM_12h_3
B_12h_PhB_1	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_12h_DMSO_1	1	mM	12	h	1	DMSO	B_12h_PhB_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL40_1mM_12h_1
B_12h_PhB_2	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_12h_DMSO_2	1	mM	12	h	2	DMSO	B_12h_PhB_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL40_1mM_12h_2
B_12h_PhB_3	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_12h_DMSO_3	1	mM	12	h	3	DMSO	B_12h_PhB_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL40_1mM_12h_3
B_12h_Que_1	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_12h_DMSO_1	50	uM	12	h	1	DMSO	B_12h_Que_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL50_50uM_12h_1
B_12h_Que_2	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_12h_DMSO_2	50	uM	12	h	2	DMSO	B_12h_Que_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL50_50uM_12h_2
B_12h_Que_3	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_12h_DMSO_3	50	uM	12	h	3	DMSO	B_12h_Que_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL50_50uM_12h_3
B_12h_Res_1	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_12h_DMSO_1	12.5	uM	12	h	1	DMSO	B_12h_Res_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL772_12_5uM_12h_1
B_12h_Res_2	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_12h_DMSO_2	12.5	uM	12	h	2	DMSO	B_12h_Res_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL772_12_5uM_12h_2
B_12h_Res_3	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_12h_DMSO_3	12.5	uM	12	h	3	DMSO	B_12h_Res_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL772_12_5uM_12h_3
B_12h_WY_1	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_12h_DMSO_1	200	uM	12	h	1	DMSO	B_12h_WY_1.CEL	B_12h_DMSO_1.CEL	study07_CHEMBL295416_200uM_12h_1
B_12h_WY_2	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_12h_DMSO_2	200	uM	12	h	2	DMSO	B_12h_WY_2.CEL	B_12h_DMSO_2.CEL	study07_CHEMBL295416_200uM_12h_2
B_12h_WY_3	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_12h_DMSO_3	200	uM	12	h	3	DMSO	B_12h_WY_3.CEL	B_12h_DMSO_3.CEL	study07_CHEMBL295416_200uM_12h_3
B_24h_2AAF_1	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	B_24h_DMSO_1	50	uM	24	h	1	DMSO	B_24h_2AAF_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL311469_50uM_24h_1
B_24h_2AAF_2	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	B_24h_DMSO_2	50	uM	24	h	2	DMSO	B_24h_2AAF_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL311469_50uM_24h_2
B_24h_2AAF_3	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	B_24h_DMSO_3	50	uM	24	h	3	DMSO	B_24h_2AAF_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL311469_50uM_24h_3
B_24h_2CMP_1	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_24h_DMSO_1	300	uM	24	h	1	DMSO	B_24h_2CMP_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL1421966_300uM_24h_1
B_24h_2CMP_2	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_24h_DMSO_2	300	uM	24	h	2	DMSO	B_24h_2CMP_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL1421966_300uM_24h_2
B_24h_2CMP_3	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	B_24h_DMSO_3	300	uM	24	h	3	DMSO	B_24h_2CMP_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL1421966_300uM_24h_3
B_24h_8HQ_1	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_24h_DMSO_1	15	uM	24	h	1	DMSO	B_24h_8HQ_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL310555_15uM_24h_1
B_24h_8HQ_2	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_24h_DMSO_2	15	uM	24	h	2	DMSO	B_24h_8HQ_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL310555_15uM_24h_2
B_24h_8HQ_3	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_24h_DMSO_3	15	uM	24	h	3	DMSO	B_24h_8HQ_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL310555_15uM_24h_3
B_24h_ampC_1	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_24h_DMSO_1	250	uM	24	h	1	DMSO	B_24h_ampC_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL174_250uM_24h_1
B_24h_ampC_2	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_24h_DMSO_2	250	uM	24	h	2	DMSO	B_24h_ampC_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL174_250uM_24h_2
B_24h_ampC_3	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_24h_DMSO_3	250	uM	24	h	3	DMSO	B_24h_ampC_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL174_250uM_24h_3
B_24h_ANAC_1	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_24h_DMSO_1	2	mM	24	h	1	DMSO	B_24h_ANAC_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL14173_2mM_24h_1
B_24h_ANAC_2	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_24h_DMSO_2	2	mM	24	h	2	DMSO	B_24h_ANAC_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL14173_2mM_24h_2
B_24h_ANAC_3	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	B_24h_DMSO_3	2	mM	24	h	3	DMSO	B_24h_ANAC_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL14173_2mM_24h_3
B_24h_DEPH_1	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_24h_DMSO_1	10	mM	24	h	1	DMSO	B_24h_DEPH_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL1242017_10mM_24h_1
B_24h_DEPH_2	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_24h_DMSO_2	10	mM	24	h	2	DMSO	B_24h_DEPH_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL1242017_10mM_24h_2
B_24h_DEPH_3	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	B_24h_DMSO_3	10	mM	24	h	3	DMSO	B_24h_DEPH_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL1242017_10mM_24h_3
B_24h_DMN_1	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_24h_DMSO_1	2	mM	24	h	1	DMSO	B_24h_DMN_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL117311_2mM_24h_1
B_24h_DMN_2	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_24h_DMSO_2	2	mM	24	h	2	DMSO	B_24h_DMN_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL117311_2mM_24h_2
B_24h_DMN_3	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	B_24h_DMSO_3	2	mM	24	h	3	DMSO	B_24h_DMN_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL117311_2mM_24h_3
B_24h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		24	h	1		B_24h_DMSO_1.CEL		
B_24h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		24	h	2		B_24h_DMSO_2.CEL		
B_24h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		24	h	3		B_24h_DMSO_3.CEL		
B_24h_MMC_1	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_24h_DMSO_1	200	nM	24	h	1	DMSO	B_24h_MMC_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL105_200nM_24h_1
B_24h_MMC_2	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_24h_DMSO_2	200	nM	24	h	2	DMSO	B_24h_MMC_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL105_200nM_24h_2
B_24h_MMC_3	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	B_24h_DMSO_3	200	nM	24	h	3	DMSO	B_24h_MMC_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL105_200nM_24h_3
B_24h_NPD_1	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_24h_DMSO_1	2	mM	24	h	1	DMSO	B_24h_NPD_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL433721_2mM_24h_1
B_24h_NPD_2	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_24h_DMSO_2	2	mM	24	h	2	DMSO	B_24h_NPD_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL433721_2mM_24h_2
B_24h_NPD_3	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	B_24h_DMSO_3	2	mM	24	h	3	DMSO	B_24h_NPD_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL433721_2mM_24h_3
B_24h_PhB_1	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_24h_DMSO_1	1	mM	24	h	1	DMSO	B_24h_PhB_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL40_1mM_24h_1
B_24h_PhB_2	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_24h_DMSO_2	1	mM	24	h	2	DMSO	B_24h_PhB_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL40_1mM_24h_2
B_24h_PhB_3	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	B_24h_DMSO_3	1	mM	24	h	3	DMSO	B_24h_PhB_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL40_1mM_24h_3
B_24h_Que_1	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_24h_DMSO_1	50	uM	24	h	1	DMSO	B_24h_Que_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL50_50uM_24h_1
B_24h_Que_2	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_24h_DMSO_2	50	uM	24	h	2	DMSO	B_24h_Que_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL50_50uM_24h_2
B_24h_Que_3	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_24h_DMSO_3	50	uM	24	h	3	DMSO	B_24h_Que_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL50_50uM_24h_3
B_24h_Res_1	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_24h_DMSO_1	12.5	uM	24	h	1	DMSO	B_24h_Res_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL772_12_5uM_24h_1
B_24h_Res_2	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_24h_DMSO_2	12.5	uM	24	h	2	DMSO	B_24h_Res_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL772_12_5uM_24h_2
B_24h_Res_3	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	B_24h_DMSO_3	12.5	uM	24	h	3	DMSO	B_24h_Res_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL772_12_5uM_24h_3
B_24h_WY_1	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_24h_DMSO_1	200	uM	24	h	1	DMSO	B_24h_WY_1.CEL	B_24h_DMSO_1.CEL	study07_CHEMBL295416_200uM_24h_1
B_24h_WY_2	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_24h_DMSO_2	200	uM	24	h	2	DMSO	B_24h_WY_2.CEL	B_24h_DMSO_2.CEL	study07_CHEMBL295416_200uM_24h_2
B_24h_WY_3	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	B_24h_DMSO_3	200	uM	24	h	3	DMSO	B_24h_WY_3.CEL	B_24h_DMSO_3.CEL	study07_CHEMBL295416_200uM_24h_3
B_48h_8HQ_1	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_48h_DMSO_1	15	uM	48	h	1	DMSO	B_48h_8HQ_1.CEL	B_48h_DMSO_1.CEL	study07_CHEMBL310555_15uM_48h_1
B_48h_8HQ_2	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_48h_DMSO_2	15	uM	48	h	2	DMSO	B_48h_8HQ_2.CEL	B_48h_DMSO_2.CEL	study07_CHEMBL310555_15uM_48h_2
B_48h_8HQ_3	HepG2	8-Quinolinol	CHEMBL310555	NGTX	NC	FALSE	B_48h_DMSO_3	15	uM	48	h	3	DMSO	B_48h_8HQ_3.CEL	B_48h_DMSO_3.CEL	study07_CHEMBL310555_15uM_48h_3
B_48h_ampC_1	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_48h_DMSO_1	250	uM	48	h	1	DMSO	B_48h_ampC_1.CEL	B_48h_DMSO_1.CEL	study07_CHEMBL174_250uM_48h_1
B_48h_ampC_2	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_48h_DMSO_2	250	uM	48	h	2	DMSO	B_48h_ampC_2.CEL	B_48h_DMSO_2.CEL	study07_CHEMBL174_250uM_48h_2
B_48h_ampC_3	HepG2	Ampicillin trihydrate	CHEMBL174	NGTX	NC	FALSE	B_48h_DMSO_3	250	uM	48	h	3	DMSO	B_48h_ampC_3.CEL	B_48h_DMSO_3.CEL	study07_CHEMBL174_250uM_48h_3
B_48h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		48	h	1		B_48h_DMSO_1.CEL		
B_48h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		48	h	2		B_48h_DMSO_2.CEL		
B_48h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		48	h	3		B_48h_DMSO_3.CEL		
B_48h_Que_1	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_48h_DMSO_1	50	uM	48	h	1	DMSO	B_48h_Que_1.CEL	B_48h_DMSO_1.CEL	study07_CHEMBL50_50uM_48h_1
B_48h_Que_2	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_48h_DMSO_2	50	uM	48	h	2	DMSO	B_48h_Que_2.CEL	B_48h_DMSO_2.CEL	study07_CHEMBL50_50uM_48h_2
B_48h_Que_3	HepG2	Quercetin	CHEMBL50	NGTX	NC	FALSE	B_48h_DMSO_3	50	uM	48	h	3	DMSO	B_48h_Que_3.CEL	B_48h_DMSO_3.CEL	study07_CHEMBL50_50uM_48h_3
C_12h_APAP_1	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_12h_PBS_1	100	uM	12	h	1	PBS	C_12h_APAP_1.CEL	C_12h_PBS_1.CEL	study07_CHEMBL112_100uM_12h_1
C_12h_APAP_2	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_12h_PBS_2	100	uM	12	h	2	PBS	C_12h_APAP_2.CEL	C_12h_PBS_2.CEL	study07_CHEMBL112_100uM_12h_2
C_12h_APAP_3	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_12h_PBS_3	100	uM	12	h	3	PBS	C_12h_APAP_3.CEL	C_12h_PBS_3.CEL	study07_CHEMBL112_100uM_12h_3
C_12h_Diclo_1	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_12h_PBS_1	100	uM	12	h	1	PBS	C_12h_Diclo_1.CEL	C_12h_PBS_1.CEL	study07_CHEMBL139_100uM_12h_1
C_12h_Diclo_2	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_12h_PBS_2	100	uM	12	h	2	PBS	C_12h_Diclo_2.CEL	C_12h_PBS_2.CEL	study07_CHEMBL139_100uM_12h_2
C_12h_Diclo_3	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_12h_PBS_3	100	uM	12	h	3	PBS	C_12h_Diclo_3.CEL	C_12h_PBS_3.CEL	study07_CHEMBL139_100uM_12h_3
C_12h_Dman_1	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_12h_PBS_1	250	uM	12	h	1	PBS	C_12h_Dman_1.CEL	C_12h_PBS_1.CEL	study07_CHEMBL689_250uM_12h_1
C_12h_Dman_2	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_12h_PBS_2	250	uM	12	h	2	PBS	C_12h_Dman_2.CEL	C_12h_PBS_2.CEL	study07_CHEMBL689_250uM_12h_2
C_12h_Dman_3	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_12h_PBS_3	250	uM	12	h	3	PBS	C_12h_Dman_3.CEL	C_12h_PBS_3.CEL	study07_CHEMBL689_250uM_12h_3
C_12h_PBS_1	HepG2	Phosphate Buffered Saline				TRUE		0		12	h	1		C_12h_PBS_1.CEL		
C_12h_PBS_2	HepG2	Phosphate Buffered Saline				TRUE		0		12	h	2		C_12h_PBS_2.CEL		
C_12h_PBS_3	HepG2	Phosphate Buffered Saline				TRUE		0		12	h	3		C_12h_PBS_3.CEL		
C_24h_APAP_1	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_24h_PBS_1	100	uM	24	h	1	PBS	C_24h_APAP_1.CEL	C_24h_PBS_1.CEL	study07_CHEMBL112_100uM_24h_1
C_24h_APAP_2	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_24h_PBS_2	100	uM	24	h	2	PBS	C_24h_APAP_2.CEL	C_24h_PBS_2.CEL	study07_CHEMBL112_100uM_24h_2
C_24h_APAP_3	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_24h_PBS_3	100	uM	24	h	3	PBS	C_24h_APAP_3.CEL	C_24h_PBS_3.CEL	study07_CHEMBL112_100uM_24h_3
C_24h_Diclo_1	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_24h_PBS_1	100	uM	24	h	1	PBS	C_24h_Diclo_1.CEL	C_24h_PBS_1.CEL	study07_CHEMBL139_100uM_24h_1
C_24h_Diclo_2	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_24h_PBS_2	100	uM	24	h	2	PBS	C_24h_Diclo_2.CEL	C_24h_PBS_2.CEL	study07_CHEMBL139_100uM_24h_2
C_24h_Diclo_3	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_24h_PBS_3	100	uM	24	h	3	PBS	C_24h_Diclo_3.CEL	C_24h_PBS_3.CEL	study07_CHEMBL139_100uM_24h_3
C_24h_Dman_1	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_24h_PBS_1	250	uM	24	h	1	PBS	C_24h_Dman_1.CEL	C_24h_PBS_1.CEL	study07_CHEMBL689_250uM_24h_1
C_24h_Dman_2	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_24h_PBS_2	250	uM	24	h	2	PBS	C_24h_Dman_2.CEL	C_24h_PBS_2.CEL	study07_CHEMBL689_250uM_24h_2
